Transaction_ID,Customer_ID,Product_Category,Product_Name,Quantity,Unit_Price,Total_Amount,Purchase_Date,Customer_City,Payment_Method,Customer_Age_Group,Is_Returned,Month,Month_Name,Quarter,Day_of_Week,Customer_Segment
TXN00163,CUST0300,Laptops,MacBook Air M3,1,116049.45,116049.45,2024-09-11,Mumbai,UPI,26-35,No,9,Sep,Q3,Wednesday,Gold
TXN00164,CUST0252,Laptops,Acer Aspire 7,2,65358.75,130717.5,2024-07-30,Jaipur,Debit Card,26-35,No,7,Jul,Q3,Tuesday,Gold
TXN00165,CUST0025,Accessories,Anker 65W GaN Charger,2,2508.57,5017.14,2024-11-04,Mumbai,Debit Card,36-45,No,11,Nov,Q4,Monday,Silver
TXN00166,CUST0338,Audio & Headphones,boAt Rockerz 550,1,1858.41,1858.41,2024-08-09,Ahmedabad,Cash on Delivery,36-45,No,8,Aug,Q3,Friday,Gold
TXN00167,CUST0077,Laptops,MSI Modern 15,2,55595.25,111190.5,2024-04-30,Mumbai,UPI,36-45,No,4,Apr,Q2,Tuesday,Gold
TXN00168,CUST0042,Accessories,SanDisk 256GB Pen Drive,3,1817.71,5453.13,2024-10-06,Delhi,Debit Card,26-35,No,10,Oct,Q4,Sunday,Silver
TXN00169,CUST0170,Smartphones,iPhone 15 Pro,1,139278.21,139278.21,2024-09-07,Kolkata,Debit Card,18-25,No,9,Sep,Q3,Saturday,Gold
TXN00170,CUST0279,Tablets,Nokia T21,2,15413.04,30826.08,2024-09-06,Hyderabad,UPI,55+,No,9,Sep,Q3,Friday,Bronze
TXN00171,CUST0200,Smart Watches,Amazfit GTR 4,1,13890.99,13890.99,2024-10-12,Chennai,Credit Card,36-45,No,10,Oct,Q4,Saturday,Gold
TXN00172,CUST0394,Smartphones,Vivo V30 Pro,1,41785.69,41785.69,2024-09-24,Kolkata,UPI,36-45,No,9,Sep,Q3,Tuesday,Gold
TXN00173,CUST0339,Laptops,Lenovo IdeaPad Slim 5,2,46891.65,93783.3,2024-06-29,Bangalore,Debit Card,18-25,No,6,Jun,Q2,Saturday,Gold
TXN00174,CUST0158,Laptops,HP Pavilion 15,1,57107.93,57107.93,2024-07-24,Mumbai,UPI,26-35,No,7,Jul,Q3,Wednesday,Silver
TXN00175,CUST0167,Audio & Headphones,Apple AirPods Pro 2,1,23012.63,23012.63,2024-11-28,Mumbai,Credit Card,36-45,No,11,Nov,Q4,Thursday,Silver
TXN00176,CUST0155,Accessories,Samsung 25W Adapter,1,1313.96,1313.96,2024-05-12,Bangalore,UPI,26-35,No,5,May,Q2,Sunday,Gold
TXN00177,CUST0070,Laptops,Lenovo IdeaPad Slim 5,1,49695.47,49695.47,2024-05-28,Hyderabad,Credit Card,46-55,No,5,May,Q2,Tuesday,Silver
TXN00178,CUST0091,Laptops,HP Pavilion 15,1,53242.86,53242.86,2024-12-23,Hyderabad,Credit Card,26-35,No,12,Dec,Q4,Monday,Silver
TXN00179,CUST0103,Smartphones,Google Pixel 8,2,73327.48,146654.96,2024-09-16,Bangalore,Cash on Delivery,55+,No,9,Sep,Q3,Monday,Gold
TXN00180,CUST0210,Smart Watches,Titan Smart Pro,2,6284.73,12569.46,2024-10-11,Mumbai,Net Banking,18-25,No,10,Oct,Q4,Friday,Silver
TXN00181,CUST0355,Laptops,HP Envy x360,1,97065.01,97065.01,2024-07-14,Bangalore,Credit Card,46-55,No,7,Jul,Q3,Sunday,Gold
TXN00182,CUST0023,Accessories,Belkin MagSafe Case,1,4171.09,4171.09,2024-09-06,Bangalore,Debit Card,26-35,No,9,Sep,Q3,Friday,Bronze
TXN00183,CUST0295,Smartphones,Samsung Galaxy S24,1,76910.89,76910.89,2024-04-20,Chennai,Credit Card,36-45,No,4,Apr,Q2,Saturday,Gold
TXN00184,CUST0374,Accessories,SanDisk 256GB Pen Drive,1,1685.17,1685.17,2024-03-13,Jaipur,UPI,26-35,No,3,Mar,Q1,Wednesday,Silver
TXN00185,CUST0176,Laptops,HP Envy x360,1,87391.33,87391.33,2024-10-04,Kolkata,UPI,26-35,No,10,Oct,Q4,Friday,Silver
TXN00186,CUST0328,Smartphones,Google Pixel 8,1,81573.83,81573.83,2024-10-07,Bangalore,UPI,26-35,No,10,Oct,Q4,Monday,Gold
TXN00187,CUST0053,Smartphones,Xiaomi 14,2,57174.58,114349.16,2024-11-12,Kolkata,UPI,18-25,No,11,Nov,Q4,Tuesday,Gold
TXN00188,CUST0235,Laptops,Acer Aspire 7,1,69054.03,69054.03,2024-09-25,Chennai,UPI,36-45,No,9,Sep,Q3,Wednesday,Silver
TXN00189,CUST0199,Smartphones,Samsung Galaxy S24,1,76652.77,76652.77,2024-07-14,Bangalore,UPI,36-45,No,7,Jul,Q3,Sunday,Silver
TXN00190,CUST0231,Audio & Headphones,Bose QuietComfort 45,1,32271.06,32271.06,2024-09-26,Mumbai,UPI,18-25,No,9,Sep,Q3,Thursday,Silver
TXN00191,CUST0086,Audio & Headphones,OnePlus Buds Pro 2,1,9853.63,9853.63,2024-02-12,Pune,Credit Card,26-35,No,2,Feb,Q1,Monday,Silver
TXN00192,CUST0294,Smartphones,OPPO Find X7,2,55576.71,111153.42,2024-02-29,Chennai,Credit Card,46-55,No,2,Feb,Q1,Thursday,Gold
TXN00193,CUST0153,Smart Watches,Noise ColorFit Ultra 3,1,3234.01,3234.01,2024-11-30,Kolkata,Debit Card,18-25,No,11,Nov,Q4,Saturday,Bronze
TXN00194,CUST0313,Smartphones,Xiaomi 14,1,57213.88,57213.88,2024-09-30,Hyderabad,Net Banking,26-35,No,9,Sep,Q3,Monday,Gold
TXN00195,CUST0294,Laptops,ASUS VivoBook 16,1,43665.37,43665.37,2024-05-12,Jaipur,UPI,18-25,Yes,5,May,Q2,Sunday,Gold
TXN00196,CUST0128,Tablets,"iPad Pro 12.9""",2,121796.27,243592.54,2024-03-15,Mumbai,Net Banking,26-35,No,3,Mar,Q1,Friday,Gold
TXN00197,CUST0207,Audio & Headphones,Noise Buds VS104,1,979.05,979.05,2024-08-20,Pune,Debit Card,55+,No,8,Aug,Q3,Tuesday,Gold
TXN00198,CUST0033,Smartphones,Samsung Galaxy S24,1,82954.89,82954.89,2024-11-12,Hyderabad,UPI,26-35,No,11,Nov,Q4,Tuesday,Silver
TXN00199,CUST0025,Laptops,HP Pavilion 15,1,55581.04,55581.04,2024-01-24,Bangalore,Debit Card,46-55,No,1,Jan,Q1,Wednesday,Silver
TXN00200,CUST0082,Laptops,MSI Modern 15,1,50474.71,50474.71,2024-11-30,Mumbai,Debit Card,18-25,No,11,Nov,Q4,Saturday,Gold
TXN00201,CUST0336,Audio & Headphones,Sony WH-1000XM5,1,29492.61,29492.61,2024-02-16,Hyderabad,UPI,36-45,No,2,Feb,Q1,Friday,Bronze
TXN00202,CUST0068,Laptops,MacBook Air M3,2,118495.86,236991.72,2024-08-05,Lucknow,Credit Card,18-25,No,8,Aug,Q3,Monday,Gold
TXN00203,CUST0074,Laptops,MSI Modern 15,2,55317.9,110635.8,2024-02-04,Mumbai,Cash on Delivery,26-35,No,2,Feb,Q1,Sunday,Gold
TXN00204,CUST0072,Smart Watches,Amazfit GTR 4,1,13240.42,13240.42,2024-11-01,Delhi,Net Banking,26-35,No,11,Nov,Q4,Friday,Gold
TXN00205,CUST0354,Smartphones,Samsung Galaxy S24,1,76775.58,76775.58,2024-01-14,Pune,UPI,36-45,No,1,Jan,Q1,Sunday,Bronze
TXN00206,CUST0124,Laptops,MacBook Air M3,2,120117.41,240234.82,2024-08-14,Delhi,Credit Card,55+,Yes,8,Aug,Q3,Wednesday,Gold
TXN00207,CUST_UNKNOWN,Smartphones,Google Pixel 8,1,74362.44,74362.44,2024-02-07,Pune,Cash on Delivery,46-55,Yes,2,Feb,Q1,Wednesday,Gold
TXN00208,CUST0043,Laptops,ASUS VivoBook 16,1,43883.55,43883.55,2024-10-02,Bangalore,Debit Card,18-25,Yes,10,Oct,Q4,Wednesday,Silver
TXN00209,CUST0349,Accessories,Logitech MX Keys Mini,1,8544.46,8544.46,2024-10-03,Hyderabad,Net Banking,26-35,No,10,Oct,Q4,Thursday,Silver
TXN00210,CUST0380,Accessories,Belkin MagSafe Case,1,3969.17,3969.17,2024-03-29,Delhi,Credit Card,55+,No,3,Mar,Q1,Friday,Gold
TXN00211,CUST0061,Tablets,Realme Pad 2,1,17039.91,17039.91,2024-11-06,Pune,UPI,18-25,No,11,Nov,Q4,Wednesday,Gold
TXN00212,CUST0086,Audio & Headphones,Apple AirPods Pro 2,1,24884.65,24884.65,2024-06-23,Mumbai,Net Banking,36-45,No,6,Jun,Q2,Sunday,Silver
TXN00213,CUST0077,Audio & Headphones,Sony WH-1000XM5,1,31711.13,31711.13,2024-03-30,Mumbai,UPI,36-45,No,3,Mar,Q1,Saturday,Gold
TXN00214,CUST0191,Smartphones,Xiaomi 14,1,59195.08,59195.08,2024-03-02,Delhi,UPI,26-35,No,3,Mar,Q1,Saturday,Gold
TXN00215,CUST0234,Laptops,HP Envy x360,2,95269.81,190539.62,2024-01-04,Delhi,UPI,36-45,No,1,Jan,Q1,Thursday,Gold
TXN00216,CUST0126,Audio & Headphones,OnePlus Buds Pro 2,2,10795.38,21590.76,2024-03-17,Pune,Credit Card,36-45,No,3,Mar,Q1,Sunday,Gold
TXN00217,CUST0054,Smartphones,Vivo V30 Pro,1,41409.61,41409.61,2024-04-12,Kolkata,Debit Card,55+,No,4,Apr,Q2,Friday,Silver
TXN00218,CUST0191,Smartphones,iPhone 15 Pro,2,143992.79,287985.58,2024-07-29,Chennai,Debit Card,36-45,No,7,Jul,Q3,Monday,Gold
TXN00219,CUST0162,Audio & Headphones,Sony WH-1000XM5,3,29678.02,89034.06,2024-12-13,Delhi,UPI,26-35,No,12,Dec,Q4,Friday,Gold
TXN00220,CUST0239,Accessories,Logitech MX Keys Mini,1,8875.49,8875.49,2024-06-01,Mumbai,UPI,26-35,No,6,Jun,Q2,Saturday,Gold
TXN00221,CUST0021,Tablets,Samsung Galaxy Tab S9,1,69000.0,69000.0,2024-04-17,Kolkata,Debit Card,55+,No,4,Apr,Q2,Wednesday,Gold
TXN00222,CUST0232,Smartphones,Realme GT 6,3,38464.11,115392.33,2024-09-03,Mumbai,Credit Card,36-45,No,9,Sep,Q3,Tuesday,Gold
TXN00223,CUST0331,Smartphones,Xiaomi 14,2,56453.93,112907.86,2024-02-13,Bangalore,Debit Card,55+,No,2,Feb,Q1,Tuesday,Gold
TXN00224,CUST0237,Audio & Headphones,Bose QuietComfort 45,2,29901.58,59803.16,2024-01-26,Kolkata,UPI,26-35,No,1,Jan,Q1,Friday,Silver
TXN00225,CUST0018,Laptops,Acer Aspire 7,1,64895.16,64895.16,2024-09-24,Delhi,Net Banking,46-55,No,9,Sep,Q3,Tuesday,Gold
TXN00226,CUST_UNKNOWN,Smartphones,Google Pixel 8,1,71587.85,71587.85,2024-12-30,Ahmedabad,Credit Card,36-45,No,12,Dec,Q4,Monday,Gold
TXN00227,CUST0164,Tablets,OnePlus Pad Go,1,21319.5,21319.5,2024-09-18,Bangalore,UPI,46-55,No,9,Sep,Q3,Wednesday,Silver
TXN00228,CUST0378,Laptops,Lenovo IdeaPad Slim 5,1,51639.09,51639.09,2024-01-29,Hyderabad,UPI,36-45,No,1,Jan,Q1,Monday,Gold
TXN00229,CUST0303,Tablets,Lenovo Tab P12,1,33185.21,33185.21,2024-01-15,Kolkata,Debit Card,36-45,No,1,Jan,Q1,Monday,Bronze
TXN00230,CUST_UNKNOWN,Accessories,SanDisk 256GB Pen Drive,1,1811.13,1811.13,2024-04-19,Mumbai,UPI,26-35,No,4,Apr,Q2,Friday,Gold
TXN00231,CUST0057,Smart Watches,Fitbit Charge 6,1,13942.0,13942.0,2024-11-23,Hyderabad,UPI,55+,No,11,Nov,Q4,Saturday,Bronze
TXN00232,CUST0328,Smartphones,Realme GT 6,3,38863.69,116591.07,2024-12-22,Pune,Credit Card,36-45,Yes,12,Dec,Q4,Sunday,Gold
TXN00233,CUST0151,Tablets,Xiaomi Pad 6,2,27714.07,55428.14,2024-03-06,Bangalore,Debit Card,26-35,Yes,3,Mar,Q1,Wednesday,Silver
TXN00234,CUST0328,Accessories,Anker 65W GaN Charger,1,2371.88,2371.88,2024-09-07,Kolkata,Credit Card,26-35,Yes,9,Sep,Q3,Saturday,Gold
TXN00235,CUST0006,Smartphones,Samsung Galaxy S24,1,84116.22,84116.22,2024-05-11,Pune,UPI,18-25,No,5,May,Q2,Saturday,Gold
TXN00236,CUST0280,Laptops,MSI Modern 15,2,56976.91,113953.82,2024-06-27,Chennai,UPI,36-45,No,6,Jun,Q2,Thursday,Silver
TXN00237,CUST0088,Laptops,MacBook Air M3,1,111129.6,111129.6,2024-12-03,Jaipur,UPI,55+,No,12,Dec,Q4,Tuesday,Gold
TXN00238,CUST0223,Accessories,SanDisk 256GB Pen Drive,1,1857.86,1857.86,2024-03-20,Hyderabad,Credit Card,36-45,No,3,Mar,Q1,Wednesday,Silver
TXN00239,CUST0282,Smart Watches,boAt Wave Sigma,1,1537.52,1537.52,2024-11-22,Mumbai,Credit Card,26-35,No,11,Nov,Q4,Friday,Gold
TXN00240,CUST0243,Audio & Headphones,JBL Tune 770NC,1,7483.21,7483.21,2024-11-23,Hyderabad,Cash on Delivery,36-45,No,11,Nov,Q4,Saturday,Gold
TXN00241,CUST0226,Audio & Headphones,Bose QuietComfort 45,1,31329.83,31329.83,2024-08-01,Delhi,UPI,36-45,No,8,Aug,Q3,Thursday,Bronze
TXN00242,CUST0032,Smartphones,Vivo V30 Pro,1,47217.85,47217.85,2024-11-22,Pune,UPI,46-55,No,11,Nov,Q4,Friday,Bronze
TXN00243,CUST0293,Accessories,SanDisk 256GB Pen Drive,1,1741.1,1741.1,2024-12-07,Kolkata,UPI,18-25,No,12,Dec,Q4,Saturday,Gold
TXN00244,CUST0350,Smartphones,OnePlus 12,2,69909.44,139818.88,2024-07-20,Mumbai,Credit Card,26-35,No,7,Jul,Q3,Saturday,Silver
TXN00245,CUST0267,Accessories,Belkin MagSafe Case,1,3734.76,3734.76,2024-07-29,Chennai,Net Banking,26-35,No,7,Jul,Q3,Monday,Bronze
TXN00246,CUST0055,Laptops,HP Pavilion 15,1,55585.02,55585.02,2024-09-06,Jaipur,UPI,26-35,No,9,Sep,Q3,Friday,Gold
TXN00247,CUST0317,Laptops,HP Envy x360,1,91036.12,91036.12,2024-09-22,Mumbai,Credit Card,26-35,No,9,Sep,Q3,Sunday,Silver
TXN00248,CUST0144,Smart Watches,boAt Wave Sigma,1,1594.22,1594.22,2024-11-23,Kolkata,UPI,26-35,No,11,Nov,Q4,Saturday,Bronze
TXN00249,CUST0109,Smart Watches,Fitbit Charge 6,1,14445.64,14445.64,2024-12-10,Hyderabad,UPI,26-35,No,12,Dec,Q4,Tuesday,Gold
TXN00250,CUST0292,Tablets,Samsung Galaxy Tab S9,1,70792.95,70792.95,2024-01-15,Mumbai,Net Banking,26-35,No,1,Jan,Q1,Monday,Gold
TXN00251,CUST0064,Accessories,Samsung 25W Adapter,2,1252.02,2504.04,2024-10-13,Chennai,Debit Card,55+,No,10,Oct,Q4,Sunday,Gold
TXN00252,CUST0146,Audio & Headphones,boAt Rockerz 550,2,1891.38,3782.76,2024-01-14,Pune,Debit Card,26-35,No,1,Jan,Q1,Sunday,Silver
TXN00253,CUST0393,Smartphones,Xiaomi 14,1,57782.24,57782.24,2024-10-14,Mumbai,Debit Card,46-55,No,10,Oct,Q4,Monday,Silver
TXN00254,CUST0179,Audio & Headphones,Sennheiser Momentum 4,1,36181.01,36181.01,2024-07-29,Delhi,Net Banking,36-45,No,7,Jul,Q3,Monday,Silver
TXN00255,CUST0247,Smartphones,Vivo V30 Pro,1,45441.48,45441.48,2024-02-02,Delhi,Debit Card,26-35,No,2,Feb,Q1,Friday,Silver
TXN00256,CUST0308,Accessories,Mi 10000mAh Power Bank,1,1234.23,1234.23,2024-07-08,Delhi,UPI,26-35,No,7,Jul,Q3,Monday,Silver
TXN00257,CUST0098,Accessories,Seagate 1TB HDD,1,3436.45,3436.45,2024-06-13,Hyderabad,Credit Card,26-35,Yes,6,Jun,Q2,Thursday,Gold
TXN00258,CUST0050,Laptops,ASUS VivoBook 16,2,45375.43,90750.86,2024-08-03,Kolkata,UPI,46-55,Yes,8,Aug,Q3,Saturday,Gold
TXN00259,CUST0170,Accessories,Belkin MagSafe Case,1,3821.29,3821.29,2024-06-25,Kolkata,Credit Card,18-25,No,6,Jun,Q2,Tuesday,Gold
TXN00260,CUST0272,Audio & Headphones,Apple AirPods Pro 2,1,24789.32,24789.32,2024-05-25,Mumbai,Debit Card,26-35,No,5,May,Q2,Saturday,Gold
TXN00261,CUST0171,Audio & Headphones,OnePlus Buds Pro 2,2,9428.22,18856.44,2024-09-30,Delhi,Credit Card,26-35,No,9,Sep,Q3,Monday,Bronze
TXN00262,CUST0325,Audio & Headphones,Bose QuietComfort 45,2,31936.65,63873.3,2024-07-18,Mumbai,Cash on Delivery,18-25,No,7,Jul,Q3,Thursday,Bronze
TXN00263,CUST0376,Smartphones,Vivo V30 Pro,1,46848.26,46848.26,2024-05-04,Mumbai,UPI,26-35,No,5,May,Q2,Saturday,Gold
TXN00264,CUST0173,Smartphones,iPhone 15 Pro,1,130544.4,130544.4,2024-07-20,Pune,Credit Card,26-35,No,7,Jul,Q3,Saturday,Silver
TXN00265,CUST0012,Smartphones,Google Pixel 8,1,70151.63,70151.63,2024-09-15,Lucknow,UPI,18-25,No,9,Sep,Q3,Sunday,Bronze
TXN00266,CUST0025,Smartphones,iPhone 15 Pro,1,136927.26,136927.26,2024-10-16,Mumbai,Net Banking,26-35,No,10,Oct,Q4,Wednesday,Silver
TXN00267,CUST0311,Smart Watches,Apple Watch Series 9,1,40566.68,40566.68,2024-10-19,Hyderabad,UPI,36-45,No,10,Oct,Q4,Saturday,Silver
TXN00268,CUST0104,Tablets,Nokia T21,1,15227.58,15227.58,2024-06-19,Delhi,Credit Card,46-55,No,6,Jun,Q2,Wednesday,Silver
TXN00269,CUST0343,Laptops,Lenovo IdeaPad Slim 5,1,44180.11,44180.11,2024-08-12,Ahmedabad,Net Banking,36-45,No,8,Aug,Q3,Monday,Silver
TXN00270,CUST0090,Audio & Headphones,OnePlus Buds Pro 2,1,10780.79,10780.79,2024-11-30,Bangalore,UPI,26-35,No,11,Nov,Q4,Saturday,Bronze
TXN00271,CUST0225,Tablets,"iPad Pro 12.9""",1,104042.72,104042.72,2024-12-20,Hyderabad,UPI,26-35,No,12,Dec,Q4,Friday,Gold
TXN00272,CUST0333,Laptops,HP Envy x360,1,86713.43,86713.43,2024-12-03,Kolkata,Debit Card,55+,No,12,Dec,Q4,Tuesday,Silver
TXN00273,CUST0184,Smartphones,OPPO Find X7,1,57658.88,57658.88,2024-09-23,Delhi,UPI,46-55,No,9,Sep,Q3,Monday,Silver
TXN00274,CUST0348,Laptops,MSI Modern 15,1,52496.04,52496.04,2024-08-23,Hyderabad,UPI,55+,No,8,Aug,Q3,Friday,Silver
TXN00275,CUST0329,Audio & Headphones,Apple AirPods Pro 2,1,24632.47,24632.47,2024-07-01,Bangalore,Debit Card,18-25,No,7,Jul,Q3,Monday,Silver
TXN00276,CUST0124,Smartphones,OPPO Find X7,2,58095.41,116190.82,2024-06-08,Mumbai,Credit Card,26-35,No,6,Jun,Q2,Saturday,Gold
TXN00277,CUST_UNKNOWN,Smartphones,OPPO Find X7,1,57650.05,57650.05,2024-12-27,Kolkata,Credit Card,18-25,No,12,Dec,Q4,Friday,Gold
TXN00278,CUST0175,Tablets,Realme Pad 2,1,19122.46,19122.46,2024-06-22,Hyderabad,Credit Card,36-45,No,6,Jun,Q2,Saturday,Gold
TXN00279,CUST0175,Laptops,Acer Aspire 7,1,70348.1,70348.1,2024-06-18,Pune,UPI,26-35,No,6,Jun,Q2,Tuesday,Gold
TXN00280,CUST0313,Accessories,SanDisk 256GB Pen Drive,1,1695.51,1695.51,2024-04-08,Pune,UPI,46-55,No,4,Apr,Q2,Monday,Gold
TXN00281,CUST0231,Laptops,MSI Modern 15,1,49153.4,49153.4,2024-07-29,Hyderabad,UPI,18-25,No,7,Jul,Q3,Monday,Silver
TXN00282,CUST0091,Audio & Headphones,Noise Buds VS104,1,1053.16,1053.16,2024-10-16,Chennai,Net Banking,36-45,No,10,Oct,Q4,Wednesday,Silver
TXN00283,CUST0204,Laptops,MSI Modern 15,1,52309.29,52309.29,2024-12-22,Hyderabad,UPI,26-35,No,12,Dec,Q4,Sunday,Gold
TXN00284,CUST0284,Smart Watches,boAt Wave Sigma,1,1581.28,1581.28,2024-09-30,Delhi,Debit Card,26-35,No,9,Sep,Q3,Monday,Bronze
TXN00285,CUST0181,Accessories,Logitech MX Keys Mini,1,8500.29,8500.29,2024-09-05,Delhi,UPI,36-45,No,9,Sep,Q3,Thursday,Silver
TXN00286,CUST0344,Audio & Headphones,Noise Buds VS104,1,1048.28,1048.28,2024-01-29,Mumbai,UPI,36-45,No,1,Jan,Q1,Monday,Silver
TXN00287,CUST0316,Smartphones,Realme GT 6,1,38104.65,38104.65,2024-11-29,Bangalore,Credit Card,36-45,No,11,Nov,Q4,Friday,Silver
TXN00288,CUST_UNKNOWN,Tablets,Realme Pad 2,1,18554.63,18554.63,2024-06-01,Bangalore,Credit Card,36-45,No,6,Jun,Q2,Saturday,Gold
TXN00289,CUST0280,Accessories,Samsung 25W Adapter,1,1384.52,1384.52,2024-10-29,Hyderabad,Debit Card,26-35,Yes,10,Oct,Q4,Tuesday,Silver
TXN00290,CUST0136,Smartphones,OnePlus 12,1,67443.79,67443.79,2024-03-07,Mumbai,UPI,36-45,No,3,Mar,Q1,Thursday,Gold
TXN00291,CUST0155,Smartphones,Vivo V30 Pro,2,45696.52,91393.04,2024-08-10,Hyderabad,Net Banking,26-35,No,8,Aug,Q3,Saturday,Gold
TXN00292,CUST0179,Smartphones,Samsung Galaxy S24,1,83663.06,83663.06,2024-04-20,Chennai,Credit Card,26-35,No,4,Apr,Q2,Saturday,Silver
TXN00293,CUST0319,Audio & Headphones,Sony WH-1000XM5,1,28141.28,28141.28,2024-05-02,Delhi,Debit Card,36-45,No,5,May,Q2,Thursday,Silver
TXN00294,CUST0261,Smartphones,Realme GT 6,1,36957.19,36957.19,2024-07-24,Pune,Credit Card,26-35,Yes,7,Jul,Q3,Wednesday,Gold
TXN00295,CUST0351,Smartphones,iPhone 15 Pro,1,137639.72,137639.72,2024-07-16,Hyderabad,UPI,55+,No,7,Jul,Q3,Tuesday,Gold
TXN00296,CUST0045,Audio & Headphones,Apple AirPods Pro 2,1,25883.61,25883.61,2024-02-07,Bangalore,UPI,46-55,No,2,Feb,Q1,Wednesday,Bronze
TXN00297,CUST0274,Laptops,HP Envy x360,1,91874.11,91874.11,2024-01-03,Mumbai,Debit Card,18-25,No,1,Jan,Q1,Wednesday,Gold
TXN00298,CUST0225,Laptops,Dell XPS 15,1,154618.85,154618.85,2024-06-29,Chennai,UPI,26-35,No,6,Jun,Q2,Saturday,Gold
TXN00299,CUST_UNKNOWN,Tablets,Realme Pad 2,1,19324.11,19324.11,2024-10-04,Hyderabad,Net Banking,18-25,No,10,Oct,Q4,Friday,Gold
TXN00300,CUST0372,Audio & Headphones,Noise Buds VS104,2,1004.94,2009.88,2024-06-14,Delhi,Debit Card,18-25,No,6,Jun,Q2,Friday,Silver
TXN00301,CUST0385,Tablets,Xiaomi Pad 6,1,25334.23,25334.23,2024-12-15,Chennai,UPI,26-35,No,12,Dec,Q4,Sunday,Bronze
TXN00302,CUST0146,Smartphones,OPPO Find X7,1,58972.48,58972.48,2024-09-26,Hyderabad,UPI,36-45,No,9,Sep,Q3,Thursday,Silver
TXN00303,CUST0114,Audio & Headphones,boAt Rockerz 550,3,2097.41,6292.23,2024-10-22,Mumbai,UPI,36-45,No,10,Oct,Q4,Tuesday,Bronze
TXN00304,CUST0311,Laptops,HP Envy x360,1,87964.9,87964.9,2024-02-11,Chennai,UPI,18-25,No,2,Feb,Q1,Sunday,Silver
TXN00305,CUST0297,Audio & Headphones,Apple AirPods Pro 2,2,26462.15,52924.3,2024-07-08,Hyderabad,Debit Card,26-35,Yes,7,Jul,Q3,Monday,Gold
TXN00306,CUST0149,Laptops,HP Pavilion 15,1,53818.23,53818.23,2024-03-09,Pune,Debit Card,18-25,No,3,Mar,Q1,Saturday,Silver
TXN00307,CUST0290,Accessories,Logitech MX Keys Mini,1,8844.59,8844.59,2024-10-08,Mumbai,Credit Card,26-35,No,10,Oct,Q4,Tuesday,Silver
TXN00308,CUST0185,Laptops,Dell XPS 15,1,153966.58,153966.58,2024-07-02,Hyderabad,Credit Card,36-45,No,7,Jul,Q3,Tuesday,Gold
TXN00309,CUST0335,Accessories,Mi 10000mAh Power Bank,1,1368.6,1368.6,2024-06-28,Chennai,UPI,26-35,Yes,6,Jun,Q2,Friday,Silver
TXN00310,CUST0310,Smartphones,Google Pixel 8,2,74210.26,148420.52,2024-01-04,Bangalore,Credit Card,26-35,No,1,Jan,Q1,Thursday,Gold
TXN00311,CUST0170,Smartphones,OnePlus 12,1,63566.14,63566.14,2024-10-24,Mumbai,UPI,18-25,No,10,Oct,Q4,Thursday,Gold
TXN00312,CUST0294,Smartphones,iPhone 15 Pro,1,126868.27,126868.27,2024-03-15,Mumbai,Credit Card,26-35,Yes,3,Mar,Q1,Friday,Gold
TXN00313,CUST0247,Audio & Headphones,Sennheiser Momentum 4,1,37493.91,37493.91,2024-03-26,Chennai,Credit Card,46-55,No,3,Mar,Q1,Tuesday,Silver
TXN00314,CUST0036,Smart Watches,boAt Wave Sigma,1,1419.31,1419.31,2024-04-25,Ahmedabad,Credit Card,46-55,No,4,Apr,Q2,Thursday,Silver
TXN00315,CUST0273,Laptops,HP Pavilion 15,1,55927.48,55927.48,2024-08-15,Ahmedabad,Credit Card,36-45,No,8,Aug,Q3,Thursday,Silver
TXN00316,CUST0118,Accessories,Seagate 1TB HDD,1,3511.34,3511.34,2024-12-16,Mumbai,Credit Card,46-55,No,12,Dec,Q4,Monday,Bronze
TXN00317,CUST0043,Tablets,Samsung Galaxy Tab S9,1,72128.73,72128.73,2024-05-19,Pune,Net Banking,36-45,No,5,May,Q2,Sunday,Silver
TXN00318,CUST0210,Audio & Headphones,Apple AirPods Pro 2,1,24978.73,24978.73,2024-06-21,Delhi,Debit Card,46-55,No,6,Jun,Q2,Friday,Silver
TXN00319,CUST0286,Laptops,ASUS VivoBook 16,1,46382.5,46382.5,2024-08-07,Delhi,Credit Card,26-35,No,8,Aug,Q3,Wednesday,Gold
TXN00320,CUST0359,Smart Watches,Garmin Venu 3,1,42270.94,42270.94,2024-12-19,Pune,Credit Card,46-55,No,12,Dec,Q4,Thursday,Bronze
TXN00321,CUST0075,Smart Watches,Apple Watch Series 9,3,39625.59,118876.77,2024-08-03,Mumbai,UPI,26-35,No,8,Aug,Q3,Saturday,Gold
TXN00322,CUST0397,Smart Watches,Amazfit GTR 4,1,13236.03,13236.03,2024-11-17,Pune,Credit Card,36-45,No,11,Nov,Q4,Sunday,Bronze
TXN00323,CUST_UNKNOWN,Laptops,MacBook Air M3,1,120120.31,120120.31,2024-01-19,Hyderabad,Credit Card,55+,No,1,Jan,Q1,Friday,Gold
TXN00324,CUST0047,Laptops,MSI Modern 15,1,52197.24,52197.24,2024-09-01,Mumbai,Debit Card,26-35,No,9,Sep,Q3,Sunday,Silver
TXN00325,CUST0260,Smartphones,Xiaomi 14,1,59564.69,59564.69,2024-02-25,Mumbai,UPI,46-55,Yes,2,Feb,Q1,Sunday,Gold
TXN00326,CUST0388,Accessories,Mi 10000mAh Power Bank,3,1339.36,4018.08,2024-06-12,Chennai,Debit Card,46-55,No,6,Jun,Q2,Wednesday,Silver
